Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,"?17,036","?33,990",Free delivery,Bank Offer,,436 Ratings & 4 Reviews
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,100.63 cm (39.62 cm) Display,1 Year Onsite Warranty,"?25,990","?59,400",Free delivery,Lowest price in the year,"Upto ?15,400 Off on Exchange",4.3631 Ratings & 68 Reviews
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?28,990","?44,990",Free delivery,Lowest Price in 30 days,"Upto ?18,200 Off on Exchange","4.21,300 Ratings & 104 Reviews"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"?39,890","?67,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.2700 Ratings & 94 Reviews
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Business Laptop,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty by OEM,"?27,990","?37,188",Free delivery,Save extra with combo offers,Only few left,4.1342 Ratings & 28 Reviews
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?33,890","?44,783",Free delivery,EOSS Special Deal,Only few left,"4.33,708 Ratings & 448 Reviews"
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?36,990","?49,318",Free delivery,Only few left,Bank Offer,"4.21,057 Ratings & 106 Reviews"
ZEBRONICS Pro Series Z Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 3S Thi...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"?25,990","?50,999",Free delivery,Lowest price since launch,Only few left,3.8124 Ratings & 19 Reviews
MSI GF63 Intel Core i5 12th Gen 12450H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/8 GB Graphics/NVID...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,"?79,990","?1,11,990",Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.4102 Ratings & 13 Reviews
Infinix INBook X2 Plus Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and...,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?28,990","?54,990",Free delivery,Save extra with combo offers,Only 2 left,4.1356 Ratings & 63 Reviews
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light La...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,"?36,000","?56,260",Free delivery,Lowest price in the year,Only 1 left,"4.24,830 Ratings & 460 Reviews"
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"?45,990","?77,990",Free delivery,EOSS Special Deal,Only few left,4.2166 Ratings & 20 Reviews
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?54,990","?78,999",Free delivery,EOSS Special Deal,Only 2 left,"4.21,604 Ratings & 148 Reviews"
Lenovo V15 Intel Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Laptop,Intel Celeron Dual Core Processor (4th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Years,"?20,990","?42,032",Free delivery,EOSS Special Deal,"Upto ?13,500 Off on Exchange","42,633 Ratings & 209 Reviews"
Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player","?71,990","?89,900",Free delivery,EOSS Special Deal,"Upto ?33,000 Off on Exchange","4.715,082 Ratings & 1,233 Reviews"
ZEBRONICS Pro Series Z Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) ZEB-NBC 5S Thin...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"?41,990","?81,999",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.9139 Ratings & 11 Reviews
HP AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart","?33,490","?47,147",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange","4.23,540 Ratings & 357 Reviews"
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),"?62,999","?79,999",Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.3215 Ratings & 24 Reviews
HP 255 G9 840T7PA AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?20,490","?27,057",Free delivery,Save extra with combo offers,Only few left,"3.91,277 Ratings & 108 Reviews"
DELL Vostro 3420 Business Laptop Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3420 Busin...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Warranty,"?39,990","?69,210",Free delivery,Lowest price since launch,Only few left,3.732 Ratings & 3 Reviews
Lenovo Intel Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop,Intel Celeron Dual Core Processor (4th Gen),8 GB DDR4 RAM,64 bit DOS Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Years,"?21,990","?47,375",Free delivery,Save extra with combo offers,Only few left,3.7221 Ratings & 14 Reviews
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 352...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Office Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus","?51,890","?78,900",Free delivery,EOSS Special Deal,Only few left,4.1206 Ratings & 16 Reviews
Infinix Inbook Y2 Plus Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) XL29 Thin and...,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,NA,"?24,990","?39,990",Free delivery,EOSS Special Deal,"Upto ?15,000 Off on Exchange","4.11,658 Ratings & 209 Reviews"
ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S T...,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry Into Service Centre,"?28,490","?51,999",Free delivery,EOSS Special Deal,Only few left,3.8660 Ratings & 80 Reviews
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?65,990","?93,999",Free delivery,EOSS Special Deal,"Upto ?38,000 Off on Exchange",4.2266 Ratings & 26 Reviews
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?40,899","?52,800",Free delivery,Save extra with combo offers,Only 2 left,"4.24,830 Ratings & 460 Reviews"
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,"?17,036","?33,990",Free delivery,Bank Offer,,436 Ratings & 4 Reviews
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/16 GB EMMC Storage/Windows 11 Home) Vostro 3420 B...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.0 cm (13.78 inch) Display,1 Year Onsite Warranty,"?34,990","?63,295",Free delivery,EOSS Special Deal,Only few left,3.952 Ratings & 9 Reviews
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","?38,990","?54,552",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange","4.36,905 Ratings & 551 Reviews"
HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light La...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?53,200","?70,234",Free delivery,Only 2 left,Bank Offer,"4.32,166 Ratings & 150 Reviews"
Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Product Registration, NitroSense","?66,900","?90,999",Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",4.4639 Ratings & 67 Reviews
HP 255 G9 841W6pa AMD Ryzen 3 Dual Core - (8 GB/512 GB SSD/DOS) 6E3Z0PA Laptop,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,DOS Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Domestic Warrenty,"?24,999","?35,208",Free delivery,EOSS Special Deal,Only few left,3.7225 Ratings & 17 Reviews
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thi...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?41,990","?58,990",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange","4.32,762 Ratings & 260 Reviews"
Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player","?89,990","?99,900",Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange","4.75,916 Ratings & 440 Reviews"
Lenovo Ideapad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Laptop,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,2 Years Onsite?Warranty,"?22,500","?46,090",Free delivery,EOSS Special Deal,Only few left,"4.12,465 Ratings & 220 Reviews"
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,Intel Celeron Quad Core Processor (12th Gen),8 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,35.81 cm (14.1 inch) Display,"WPS Office, Operating System Software","?17,990","?34,990",Free delivery,Daily Saver,Only few left,4145 Ratings & 21 Reviews
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11,"?27,990","?44,911",Free delivery,EOSS Special Deal,Only few left,4.1315 Ratings & 22 Reviews
Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"?32,990","?48,999",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.2683 Ratings & 69 Reviews
Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 T...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,100.63 cm (39.62 cm) Display,Office Home and Student 2021,"?35,990","?55,090",Free delivery,EOSS Special Deal,Only few left,"4.23,898 Ratings & 389 Reviews"
WINGS Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?24,990","?52,999",Free delivery,Save extra with combo offers,"Upto ?15,000 Off on Exchange",4.1738 Ratings & 128 Reviews
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Th...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"?32,990","?62,999",Free delivery,Lowest Price in 30 days,Only 2 left,3.8266 Ratings & 48 Reviews
Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphic...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display,1 Year International Travelers Warranty (ITW),"?99,990","?1,44,999",Free delivery,Lowest price since launch,"Upto ?31,000 Off on Exchange",4.4665 Ratings & 70 Reviews
Lenovo LOQ (2024) Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,Office Home & Student 2021,"?73,990","?1,13,290",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",53 Ratings & 1 Reviews
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,NA,"?27,990","?40,528",Free delivery,Save extra with combo offers,Only few left,4.2464 Ratings & 22 Reviews
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart","?44,990","?59,109",Free delivery,Daily Saver,"Upto ?28,000 Off on Exchange","4.32,947 Ratings & 245 Reviews"
ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S T...,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"?27,999","?51,990",Free delivery,Only 2 left,Bank Offer,3.8660 Ratings & 80 Reviews
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?35,699","?56,990",Free delivery,Save extra with combo offers,Only few left,4.3382 Ratings & 56 Reviews
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,AMD Athlon Dual Core Processor,8 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?25,990","?38,000",Free delivery,Save extra with combo offers,Only few left,4.2402 Ratings & 31 Reviews
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"?31,990","?60,999",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.8266 Ratings & 48 Reviews
Acer Aspire 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-50CP Thin and L...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"?42,290","?51,999",Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4674 Ratings & 52 Reviews
MSI Katana 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,"?99,990","?1,54,990",Free delivery,Daily Saver,Only 1 left,4.17 Ratings & 1 Reviews
HP 360 Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromebook,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite warranty,,"?18,990","?31,156",Free delivery,Lowest Price in 30 days,"Upto ?18,000 Off on Exchange","41,084 Ratings & 94 Reviews"
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,"?49,990","?65,104",Free delivery,Only few left,Bank Offer,4.3302 Ratings & 26 Reviews
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year ADP,"?46,300","?76,390",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.2449 Ratings & 43 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,100.63 cm (39.62 cm) Display,1 year onsite + 1 year accidental damage protection,"?34,990","?58,990",Free delivery,Save extra with combo offers,Only few left,4.2860 Ratings & 52 Reviews
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),"?24,990","?38,999",Free delivery,Save extra with combo offers,"Upto ?15,000 Off on Exchange",4456 Ratings & 56 Reviews
ASUS VivoBook 15 (2022) Intel Celeron Quad Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X515MA-BR011...,Intel Celeron Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?20,990","?33,990",Free delivery,Save extra with combo offers,Bank Offer,4.1190 Ratings & 26 Reviews
DELL AMD Ryzen 5 Quad Core 7520U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3535 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,"?44,990","?67,480",Free delivery,Only 2 left,Bank Offer,"4.11,458 Ratings & 90 Reviews"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?48,990","?70,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.3302 Ratings & 26 Reviews
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?56,599","?68,790",Free delivery,Only few left,Bank Offer,4.537 Ratings & 2 Reviews
ASUS Vivobook Go 14 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK3...,AMD Ryzen 3 Quad Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,"?35,990","?50,990",Free delivery,Only 5 left,Bank Offer,4.3955 Ratings & 76 Reviews
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?56,990","?75,980",Free delivery,Save extra with combo offers,Only 1 left,4.334 Ratings & 4 Reviews
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 year,"?31,790","?52,990",Free delivery,Save extra with combo offers,Only few left,"3.91,277 Ratings & 108 Reviews"
HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB/256 GB SSD/DOS) 255 G9 Thin and Light L...,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,DOS,"?20,490","?27,057",Free delivery,Save extra with combo offers,Bank Offer,4.3264 Ratings & 33 Reviews
ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?62,990","?94,990",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange","4.33,235 Ratings & 330 Reviews"
